date,value
2024-07-01,224.72311132471413
2024-07-02,228.13042090211263
2024-07-03,253.5173567947793
2024-07-04,247.59293159190608
2024-07-05,213.72559411565229
2024-07-06,193.08107989259798
2024-07-07,187.14762516404804
2024-07-08,223.4565673691158
2024-07-09,258.061527426536
2024-07-10,246.30147924117364
2024-07-11,230.62840451832255
2024-07-12,201.221266974827
2024-07-13,181.68843045103876
2024-07-14,199.24936021129486
2024-07-15,143.9502867853228
2024-07-16,253.03057389108
2024-07-17,240.82873575984627
2024-07-18,214.39643965315264
2024-07-19,203.82332845257088
2024-07-20,194.89644064982747
2024-07-21,195.13492653749975
2024-07-22,208.6994920599604
2024-07-23,244.68516158795853
2024-07-24,224.54802569333143
2024-07-25,235.27163669354218
2024-07-26,201.0986739687675
2024-07-27,190.04001640083152
2024-07-28,182.8713179982854
2024-07-29,200.95023053407826
2024-07-30,214.1525898230201
