date,value
2024-01-08,231.04514837734638
2024-01-15,233.01118997723586
2024-01-22,246.212201370339
2024-01-29,261.2969473837462
2024-02-05,268.3412111334727
2024-02-12,278.95715249117745
2024-02-19,273.3684220894422
2024-02-26,287.14215201036785
2024-03-04,291.1335558539704
2024-03-11,294.87554461636324
2024-03-18,309.61840631446864
2024-03-25,309.5646166860667
2024-04-01,299.678332638764
2024-04-08,328.7866738863821
2024-04-15,327.4305146951771
2024-04-22,336.15018036723114
2024-04-29,349.4478131693711
2024-05-06,336.5495163628172
2024-05-13,362.79733156325767
2024-05-20,335.0400390838546
2024-05-27,345.5247607433536
2024-06-03,357.51597711074595
2024-06-10,366.11220592345535
2024-06-17,347.1299928463702
2024-06-24,376.71703081515733
2024-07-01,364.97321269044784
2024-07-08,374.74945144779906
2024-07-15,375.09968025849145
2024-07-22,350.4334977644642
2024-07-29,372.85962335371977
2024-08-05,356.4639518160906
2024-08-12,384.9328975371913
2024-08-19,356.4066818758445
2024-08-26,368.2929706563767
2024-09-02,391.4032788842684
2024-09-09,395.85522096423347
2024-09-16,392.9622251931132
2024-09-23,401.3391109907768
2024-09-30,421.4058982892017
2024-10-07,408.3616285989092
2024-10-14,413.79646444500236
2024-10-21,427.86704522057437
2024-10-28,430.3660819641851
2024-11-04,470.9019997341122
2024-11-11,449.61929141939055
2024-11-18,467.3199107880323
2024-11-25,464.881991243041
2024-12-02,477.4561979882378
2024-12-09,488.71134457846813
2024-12-16,511.1773038909703
2024-12-23,506.9717329458032
2024-12-30,522.7277687596525
2025-01-06,544.2079067316597
2025-01-13,531.8369051427653
2025-01-20,536.3723370722307
2025-01-27,568.3190208953499
2025-02-03,568.3281165809192
2025-02-10,549.1833699200092
2025-02-17,603.6985121839407
2025-02-24,581.5783480190506
2025-03-03,595.404966450675
2025-03-10,603.3132806711415
2025-03-17,620.8350121706513
2025-03-24,646.9111994940404
2025-03-31,630.4026611947722
2025-04-07,625.2571679502405
2025-04-14,636.8707457424047
2025-04-21,658.0563337548107
2025-04-28,648.1031334959104
2025-05-05,654.1097677328181
2025-05-12,640.0972602242297
2025-05-19,642.6410237396638
2025-05-26,664.3351885315549
2025-06-02,672.5862225587748
2025-06-09,668.7484926668003
2025-06-16,656.2451218677231
2025-06-23,654.2355940961427
2025-06-30,676.191095603037
2025-07-07,658.9941526588201
2025-07-14,678.037877273612
2025-07-21,666.3427508261965
2025-07-28,665.7638409437525
2025-08-04,667.6610905138114
2025-08-11,672.0499843104103
2025-08-18,674.5445554978322
2025-08-25,683.9090606558514
2025-09-01,675.8929409881536
2025-09-08,692.1164607534923
2025-09-15,679.3023001654568
2025-09-22,688.4645204253587
2025-09-29,694.1145046329948
