date,value
2024-01-08,2461.991944822393
2024-01-15,2631.453758217132
2024-01-22,2939.3025484441923
2024-01-29,3013.206174255918
2024-02-05,3275.5675919681594
2024-02-12,3459.0639400564287
2024-02-19,3525.787002300157
2024-02-26,3696.239802096752
2024-03-04,3873.0214755665065
2024-03-11,3855.558392028466
2024-03-18,3972.0731230044735
2024-03-25,4037.5261460180304
2024-04-01,3893.0983188526748
2024-04-08,3942.8288193930694
2024-04-15,3961.4612372525817
2024-04-22,4024.526331425301
2024-04-29,3909.2625696194564
2024-05-06,3704.4240303431993
2024-05-13,3726.582080621809
2024-05-20,3395.277219639036
2024-05-27,3289.0203052371567
2024-06-03,3180.3829336252293
2024-06-10,3041.0702723444906
2024-06-17,2722.412121147998
2024-06-24,2702.9090430107417
2024-07-01,2423.3266142329776
2024-07-08,2279.1497981681514
2024-07-15,2079.6193237947027
2024-07-22,1729.897286628516
2024-07-29,1683.1760586168084
2024-08-05,1503.3500841595983
2024-08-12,1420.2754686980222
2024-08-19,1170.1477155823807
2024-08-26,1038.986679682735
2024-09-02,1072.0492561603874
2024-09-09,1008.4907646186175
2024-09-16,920.0242651124104
2024-09-23,923.6924059093975
2024-09-30,1022.5060938690503
2024-10-07,936.5252889261033
2024-10-14,987.9336704223922
2024-10-21,1114.6383019187697
2024-10-28,1189.4628817021066
2024-11-04,1521.2832632291922
2024-11-11,1484.5467097715966
2024-11-18,1707.5516851800026
2024-11-25,1818.8396658523316
2024-12-02,2035.9505375855454
2024-12-09,2254.488862549733
2024-12-16,2550.3007527811865
2024-12-23,2684.051608841527
2024-12-30,2944.561438887733
2025-01-06,3240.179790972529
2025-01-13,3320.905017829272
2025-01-20,3501.363698086831
2025-01-27,3844.688601513641
2025-02-03,3977.549571327044
2025-02-10,3977.602307829331
2025-02-17,4422.879596853019
2025-02-24,4372.202842655178
2025-03-03,4527.622442590386
2025-03-10,4626.162904427766
2025-03-17,4763.866845544353
2025-03-24,4933.388099166786
2025-03-31,4814.692646305595
2025-04-07,4744.85943928172
2025-04-14,4757.839916880746
2025-04-21,4833.036945235097
2025-04-28,4645.527342197294
2025-05-05,4562.162819091461
2025-05-12,4338.384436645345
2025-05-19,4237.916309699934
2025-05-26,4162.654181675174
2025-06-02,4054.6047993698867
2025-06-09,3836.7870570718774
2025-06-16,3539.9601364085333
2025-06-23,3323.5723523470715
2025-06-30,3264.113811372186
2025-07-07,2966.98883075512
2025-07-14,2779.659899048293
2025-07-21,2595.535963905716
2025-07-28,2447.14004566364
2025-08-04,2262.5288062159175
2025-08-11,2153.443640026304
2025-08-18,1984.5961288885999
2025-08-25,1917.295858128415
2025-09-01,1740.8628390513018
2025-09-08,1796.6676474117737
2025-09-15,1630.8386983482226
2025-09-22,1716.0217974453292
2025-09-29,1730.709307909417
2025-10-06,1726.1816698224693
2025-10-13,1796.0324678852899
2025-10-20,1807.142513251144
2025-10-27,1842.564747030022
2025-11-03,2148.6882177570274
2025-11-10,2263.7707703375786
2025-11-17,2462.3493391247957
2025-11-24,2376.9587196580746
2025-12-01,2753.009241730485
2025-12-08,3002.5665751575148
2025-12-15,3108.831257677761
2025-12-22,3398.7164499962705
2025-12-29,3622.2830985546625
2026-01-05,3876.4533342528057
2026-01-12,4022.7830482872037
2026-01-19,4380.760400587361
2026-01-26,4608.457941521538
2026-02-02,4689.595339727681
2026-02-09,4986.453950599473
2026-02-16,5096.605016400827
2026-02-23,5150.356960818239
2026-03-02,5314.921262329828
2026-03-09,5448.844179978031
2026-03-16,5467.667269008891
2026-03-23,5537.158919143552
2026-03-30,5442.796290372373
2026-04-06,5558.6191956483435
2026-04-13,5567.1246242876405
2026-04-20,5686.286306586783
2026-04-27,5462.380086179537
2026-05-04,5307.960610790492
2026-05-11,5146.946995096255
2026-05-18,5026.816030612679
2026-05-25,4908.692304450276
2026-06-01,4652.663283317242
2026-06-08,4526.704478761824
2026-06-15,4352.4438264501005
2026-06-22,4229.369306527406
2026-06-29,4100.058463069425
2026-07-06,3785.010374106583
2026-07-13,3678.4419668240494
2026-07-20,3519.7936093168164
2026-07-27,3391.3304946712806
2026-08-03,2916.1630604915576
2026-08-10,2995.0602903624776
2026-08-17,2808.0368067483832
2026-08-24,2695.8522572783677
2026-08-31,2563.1388994732874
2026-09-07,2520.4157801494007
2026-09-14,2608.815226826385
2026-09-21,2509.6863388563274
2026-09-28,2462.6998704733187
2026-10-05,2438.8109023897373
2026-10-12,2528.6221086498363
2026-10-19,2521.935472067475
2026-10-26,2758.458564703602
2026-11-02,2898.7931623676764
2026-11-09,2925.121335013994
2026-11-16,3171.7807097383024
2026-11-23,3390.6985035028215
2026-11-30,3506.782033500828
2026-12-07,3728.8171914529103
2026-12-14,3969.7248894998547
2026-12-21,3969.588129098951
